ZIP,date,forecast_rent
98409,2027-02-01,1850.2563438255802
98409,2027-03-01,1857.4199339900526
98409,2027-04-01,1864.583524154525
98409,2027-05-01,1871.7471143189975
98409,2027-06-01,1878.9107044834702
98409,2027-07-01,1886.0742946479427
98409,2027-08-01,1893.2378848124151
98409,2027-09-01,1900.4014749768876
98409,2027-10-01,1907.56506514136
98409,2027-11-01,1914.7286553058325
98409,2027-12-01,1921.892245470305
98409,2028-01-01,1929.0558356347776
98409,2028-02-01,1936.21942579925
98409,2028-03-01,1943.3830159637225
98409,2028-04-01,1950.546606128195
98409,2028-05-01,1957.7101962926674
98409,2028-06-01,1964.8737864571399
98409,2028-07-01,1972.0373766216123
98409,2028-08-01,1979.2009667860848
98409,2028-09-01,1986.3645569505572
98409,2028-10-01,1993.52814711503
98409,2028-11-01,2000.6917372795024
98409,2028-12-01,2007.8553274439748
98409,2029-01-01,2015.0189176084473
98409,2029-02-01,2022.1825077729197
98409,2029-03-01,2029.3460979373922
98409,2029-04-01,2036.5096881018646
98409,2029-05-01,2043.6732782663373
98409,2029-06-01,2050.83686843081
98409,2029-07-01,2058.000458595282
98409,2029-08-01,2065.1640487597547
98409,2029-09-01,2072.3276389242274
98409,2029-10-01,2079.4912290886996
98409,2029-11-01,2086.654819253172
98409,2029-12-01,2093.8184094176445
98409,2030-01-01,2100.981999582117
98409,2030-02-01,2108.1455897465894
98409,2030-03-01,2115.309179911062
98409,2030-04-01,2122.4727700755348
98409,2030-05-01,2129.636360240007
98409,2030-06-01,2136.799950404479
98409,2030-07-01,2143.963540568952
98422,2025-08-01,2103.3480678150563
98422,2025-09-01,2108.529559458855
98422,2025-10-01,2113.7110511026535
98422,2025-11-01,2118.892542746452
98422,2025-12-01,2124.0740343902507
98422,2026-01-01,2129.255526034049
98422,2026-02-01,2134.4370176778475
98422,2026-03-01,2139.6185093216463
98422,2026-04-01,2144.8000009654447
